DistrictNumber,DistrictType,SchoolNumber,MNSchoolID,SchoolName,Address,City,State,Zipcode,County,Grades,NCESID,StateOrganizationId,ACTID
861,1,19,0861-01-019,Winona Area Learning Center,1299 West 3rd St,Winona,MN,55987-2320,"Winona County, MN", 6-12,274407000000,10861019000,972888
861,1,19,0861-01-019,Winona Area Learning Center,1299 West 3rd St,Winona,MN,55987-2320,"Winona County, MN", 6-12,274407000000,10861019000,972888
876,1,0,0876-01,Annandale Public School District,125 Cherry Ave N,Annandale,MN,55302-0190,"Wright County, MN",,2703150,10876000000,247906
876,1,1,0876-01-001,Annandale Elementary School,655 Park St E,Annandale,MN,55302-0190,"Wright County, MN", EC-5,270315000000,10876001000,
876,1,2,0876-01-002,Annandale Middle School,125 Cherry Ave N,Annandale,MN,55302-0190,"Wright County, MN", 6-8,270315000000,10876002000,
876,1,3,0876-01-003,Annandale Senior High,855 Hemlock St E,Annandale,MN,55302-0190,"Wright County, MN", 9-12,270315000000,10876003000,240075
876,1,7,0876-01-007,Annandale ESY,125 Cherry Ave N,Annandale,MN,55302,"Wright County, MN", 1-12,2703150,10876007000,
877,1,0,0877-01,Buffalo-Hanover-Montrose Public Sch,214 1st Ave NE,Buffalo,MN,55313-1697,"Wright County, MN",,2707200,10877000000,247908
877,1,10,0877-01-010,Parkside Elementary,207 3rd St NE,Buffalo,MN,55313-1639,"Wright County, MN", EC+KG-5,270720000000,10877010000,
877,1,15,0877-01-015,Buffalo Early Child. Sp. Ed Program,214 NE 1st Ave,Buffalo,MN,55313-1697,"Wright County, MN", EC,270720000000,10877015000,
877,1,20,0877-01-020,Hanover Elementary,274 Labeauxe Ave NE,Hanover,MN,55341-0007,"Wright County, MN", KG-5,270720000000,10877020000,
877,1,30,0877-01-030,Buffalo Community Middle,1300 Hwy 25 N,Buffalo,MN,55313-1696,"Wright County, MN", 6-8,270720000000,10877030000,
877,1,40,0877-01-040,Buffalo Senior High,877 Bison Blvd,Buffalo,MN,55313-3300,"Wright County, MN", 9-12,270720000000,10877040000,240345
877,1,45,0877-01-045,Phoenix Learning Center,877 Bison Blvd,Buffalo,MN,55313-1897,"Wright County, MN", 9-12,270720000000,10877045000,
877,1,50,0877-01-050,Montrose Elementary School of Innovation,100 - 2nd St S,Montrose,MN,55363-0128,"Wright County, MN", EC+KG-5,270720000000,10877050000,
877,1,60,0877-01-060,Tatanka Elementary STEM School,703 8th St NE,Buffalo,MN,55313-1897,"Wright County, MN", KG-5,270720000000,10877060000,
877,1,65,0877-01-065,Northwinds Elementary,1111 7th Ave NW,Buffalo,MN,55313,"Wright County, MN", KG-5,270720000000,10877065000,
877,1,70,0877-01-070,Discovery Elementary,301 NE 2nd Ave,Buffalo,MN,55313-1697,"Wright County, MN", KG-5,270720000000,10877070000,
877,1,75,0877-01-075,Extended School Year Program,214 1st Ave NE,Buffalo,MN,55313,"Wright County, MN", 1-12,2707200,10877075000,
877,1,85,0877-01-085,Pride Transitions,800 - 8th St NE,Buffalo,MN,55313,"Wright County, MN",12,270720000000,10877085000,
879,1,0,0879-01,Delano Public School District,700 Elm Ave E,Delano,MN,55328-9183,"Wright County, MN",,2710170,10879000000,247910
879,1,10,0879-01-010,Delano Elementary,678 Tiger Dr,Delano,MN,55328-8727,"Wright County, MN", EC+KG-3,271017000000,10879010000,
879,1,15,0879-01-015,Delano Intermediate School,683 Tiger Drive,Delano,MN,55328,"Wright County, MN", 4-6,271017000000,10879015000,
879,1,20,0879-01-020,Delano High School,700 Elm Ave E,Delano,MN,55328-9183,"Wright County, MN", 7-12,271017000000,10879020000,240615
879,1,46,0879-01-046,Delano July/August 06 ESY,700 Elm Ave E,Delano,MN,55328,"Wright County, MN", 1-12,2710170,10879046000,
879,1,47,0879-01-047,Delano June 07 ESY,700 Elm Ave E,Delano,MN,55328,"Wright County, MN", 1-12,2710170,10879047000,
881,1,0,0881-01,Maple Lake Public School District,200 Highway 55 E,Maple Lake,MN,55358,"Wright County, MN",,2718810,10881000000,247914
881,1,10,0881-01-010,Maple Lake Elementary,200 Highway 55 E,Maple Lake,MN,55358,"Wright County, MN", EC-6,271881000000,10881010000,
881,1,20,0881-01-020,Maple Lake Secondary,200 Highway 55 E,Maple Lake,MN,55358,"Wright County, MN", 7-12,271881000000,10881020000,241490
881,1,40,0881-01-040,Maple Lake Public Schools ESY,200 Highway 55 E,Maple Lake,MN,55358,"Wright County, MN", 1-12,2718810,10881040000,
882,1,0,0882-01,Monticello Public School District,302 Washington St,Monticello,MN,55362-8812,"Wright County, MN",,2721390,10882000000,247904
882,1,6,0882-01-006,Monticello Extended School Year,302 Washington St,Monticello,MN,55362,"Wright County, MN", EC-12,2721390,10882006000,
882,1,10,0882-01-010,Pinewood Elementary,1010 Broadway W,Monticello,MN,55362,"Wright County, MN", 1-5,272139000000,10882010000,
882,1,20,0882-01-020,Monticello Senior High,5225 School Blvd,Monticello,MN,55362-2976,"Wright County, MN", 9-12,272139000000,10882020000,241725
882,1,30,0882-01-030,Monticello Middle,800 Broadway E,Monticello,MN,55362,"Wright County, MN", 6-8,272139000000,10882030000,
882,1,40,0882-01-040,Monticello Alternative Program,406-7th Street,Monticello,MN,55362,"Wright County, MN", 9-12,272139000000,10882040000,
882,1,50,0882-01-050,Little Mountain Elementary,9350 Fallon Ave NE,Monticello,MN,55362-8301,"Wright County, MN", 1-5,272139000000,10882050000,
882,1,61,0882-01-061,Eastview Education Center,9375 Fenning Ave NE,Monticello,MN,55362,"Wright County, MN", EC-KG,272139000000,10882061000,
882,1,62,0882-01-062,Monticello Nature Based Education,302 Washington Street,Monticello,MN,55362,"Wright County, MN", KG-5,272139000000,10882062000,
882,1,70,0882-01-070,Prairie House School,406 E 7th St,Monticello,MN,55362,"Wright County, MN", 9-12,272139000000,10882070000,975413
883,1,0,0883-01,Rockford Public School District,6051 Ash St,Rockford,MN,55373-0009,"Wright County, MN",,2732070,10883000000,247918
883,1,1,0883-01-001,Rockford Secondary,7600 County Rd 50,Rockford,MN,55373-0070,"Hennepin County, MN", 9-12,273207000000,10883001000,242105
883,1,2,0883-01-002,Rockford Elementary Arts Magnet Sch,7650 County Rd 50,Rockford,MN,55373-0069,"Hennepin County, MN", EC-4,273207000000,10883002000,
883,1,3,0883-01-003,Rockford Middle,6051 Ash St,Rockford,MN,55373-0189,"Wright County, MN", 5-8,273207000000,10883003000,
883,1,299,0883-01-299,Rockford SpEd Summer School,7650 County Rd 50,Rockford,MN,55373,"Hennepin County, MN", EC+KG-12,2732070,10883299000,
885,1,0,0885-01,St. Michael-Albertville School Dist,11343 50th St NE,Albertville,MN,55301-9769,"Wright County, MN",,2733790,10885000000,247916
885,1,8,0885-01-008,St. Michael-Albertville Ext Sch Year,11343 50th St NE,Albertville,MN,55301,"Wright County, MN", EC-12,2733790,10885008000,
885,1,10,0885-01-010,Albertville Primary,5386 Main Ave NE,Albertville,MN,55301-9769,"Wright County, MN", EC+KG,273379000000,10885010000,
885,1,20,0885-01-020,St. Michael-Albertville Senior High,5800 Jamison Ave NE,Saint Michael,MN,55376,"Wright County, MN", 9-12,273379000000,10885020000,242209
885,1,30,0885-01-030,St. Michael-Albertville Middle East,4862 Naber Ave NE,Saint Michael,MN,55376-0010,"Wright County, MN", 5-8,273379000000,10885030000,
885,1,40,0885-01-040,St. Michael Elementary,101 Central Ave W,Saint Michael,MN,55376-0010,"Wright County, MN", EC+1-4,273379000000,10885040000,
885,1,50,0885-01-050,Knights Academy,60 Central Ave W,Saint Michael,MN,55376-0010,"Wright County, MN", 10-12,273379000000,10885050000,
885,1,60,0885-01-060,Big Woods Elementary,13470 Frankfort Pkwy NE,Saint Michael,MN,55376,"Wright County, MN", 1-4,273379000000,10885060000,
885,1,70,0885-01-070,Fieldstone Elementary School,5255 Jansen Ave NE,Saint Michael,MN,55376,"Wright County, MN", 1-4,273379000000,10885070000,
885,1,90,0885-01-090,St. Michael-Albertville Middle West,11343 50th St NE,Albertville,MN,55301,"Wright County, MN", 5-8,273379000000,10885090000,
885,1,210,0885-01-210,STMA Online,60 Central Ave W,St. Michael,MN,55376,"Wright County, MN", 9-12,273379000000,10885210000,
891,1,0,0891-01,Canby Public School District,307 1st St W,Canby,MN,56220-1400,"Yellow Medicine County, MN",,2707470,10891000000,247922
891,1,10,0891-01-010,Canby Secondary,307 1st St W,Canby,MN,56220-1400,"Yellow Medicine County, MN", 7-12,270747000000,10891010000,240390
891,1,20,0891-01-020,Canby Elementary,307 1st St W,Canby,MN,56220-1400,"Yellow Medicine County, MN", EC-6,270747000000,10891020000,
911,1,0,0911-01,Cambridge-Isanti Public School District,625A Main St N,Cambridge,MN,55008-1269,"Isanti County, MN",,2707410,10911000000,247334
911,1,101,0911-01-101,Cambridge Primary School,310 N Elm St,Cambridge,MN,55008,"Isanti County, MN", EC-2,270741000000,10911101000,
911,1,102,0911-01-102,Isanti Primary School,301 Heritage Blvd NW,Isanti,MN,55040,"Isanti County, MN", EC-2,270741000000,10911102000,
911,1,103,0911-01-103,School For All Seasons,101 9th Ave Northeast,Isanti,MN,55040,"Isanti County, MN", KG-5,270741000000,10911103000,
911,1,201,0911-01-201,Cambridge Intermediate School,428 NW 2nd Ave,Cambridge,MN,55008,"Isanti County, MN", 3-5,270741000000,10911201000,
911,1,202,0911-01-202,Isanti Intermediate School,101 9th Ave NE,Isanti,MN,55040,"Isanti County, MN", 3-5,270741000000,10911202000,
911,1,301,0911-01-301,Cambridge Middle School,31374 Xylite St NE,Cambridge,MN,55008,"Isanti County, MN", 6-8,270741000000,10911301000,
911,1,302,0911-01-302,Isanti Middle School,201 Centennial Dr,Isanti,MN,55040,"Isanti County, MN", 6-8,270741000000,10911302000,
911,1,350,0911-01-350,Cambridge-Isanti High School,430 NW 8th Ave,Cambridge,MN,55008,"Isanti County, MN", 9-12,270741000000,10911350000,240380
911,1,380,0911-01-380,Riverside Academy,1700 305th Ave NE,Cambridge,MN,55040-6800,"Isanti County, MN", 9-12,270741000000,10911380000,
911,1,381,0911-01-381,Riverside Academy IS,1700 305th Ave NE,Cambridge,MN,55040-6800,"Isanti County, MN", 9-12,270741000000,10911381000,
911,1,385,0911-01-385,Riverside Academy MLP,1700 305th Ave NE,Cambridge,MN,55040-6800,"Isanti County, MN", 6-8,270741000000,10911385000,
911,1,390,0911-01-390,Cambridge-Isanti Targeted Sevices,625C Main Street N,Cambridge,MN,55008,"Isanti County, MN", 9+12,270741000000,10911390000,
911,1,391,0911-01-391,Summer Targeted Services,625C Main Street N,Cambridge,MN,55008,"Isanti County, MN", KG-8,270741000000,10911391000,
911,1,392,0911-01-392,NR Targeted Services,625C Main Street N,Cambridge,MN,55008,"Isanti County, MN", KG-8,270741000000,10911392000,
911,1,403,0911-01-403,Isanti Early Childhood Special Education,301 Heritage Blvd NW,Isanti,MN,55040,"Isanti County, MN", EC,270741000000,10911403000,
911,1,404,0911-01-404,Cambridge Early Childhood Special Education,310 North Elm Street,Cambridge,MN,55008,"Isanti County, MN", EC,270741000000,10911404000,
911,1,505,0911-01-505,Extended School Year,625A Main St N,Cambridge,MN,55008,"Isanti County, MN", 1-12,2707410,10911505000,
911,1,700,0911-01-700,Moving Forward,1700 305th Ave NE,Cambridge,MN,55040-6800,"Isanti County, MN",12,270741000000,10911700000,
911,1,701,0911-01-701,Brookside Academy,1700 305th Ave NE,Cambridge,MN,55040-6800,"Isanti County, MN", KG-12,270741000000,10911701000,
912,1,0,0912-01,Milaca Public School District,500 Hwy 23 W,Milaca,MN,56353-1147,"Mille Lacs County, MN",,2720670,10912000000,247496
912,1,10,0912-01-010,Milaca Elementary,500 Hwy 23 W,Milaca,MN,56353-1147,"Mille Lacs County, MN", EC-6,272067000000,10912010000,
912,1,30,0912-01-030,Milaca Secondary High,500 Hwy 23 W,Milaca,MN,56353-1147,"Mille Lacs County, MN", 7-12,272067000000,10912030000,241570
912,1,40,0912-01-040,Milaca Area Learning Center,500 Highway 23 West,Milaca,MN,56353,"Mille Lacs County, MN", 7-12,272067000000,10912040000,
912,1,45,0912-01-045,Milaca Targeted Services,500 Hwy 23 W,Milaca,MN,56353-1147,"Mille Lacs County, MN", 1-8,272067000000,10912045000,
912,1,51,0912-01-051,ESY,500 Hwy 23 W,Milaca,MN,56353,"Mille Lacs County, MN", KG-12,2720670,10912051000,
912,1,55,0912-01-055,Rum River Online,500 Hwy 23 West,Milaca,MN,56353,"Mille Lacs County, MN", 6-12,272067000000,10912055000,
914,1,0,0914-01,Ulen-Hitterdal Public School Dist,27 NW 2nd St,Ulen,MN,56585-0389,"Clay County, MN",,2740810,10914000000,247142
914,1,1,0914-01-001,Ulen-Hitterdal Elementary,27 NW 2nd St,Ulen,MN,56585-0389,"Clay County, MN", KG-6,274081000000,10914001000,
914,1,2,0914-01-002,Ulen-Hitterdal Secondary,27 NW 2nd St,Ulen,MN,56585-0389,"Clay County, MN", 7-12,274081000000,10914002000,242525
2071,1,0,2071-01,Lake Crystal-Wellcome Memorial,607 Knights Ln,Lake Crystal,MN,56055-9400,"Blue Earth County, MN",,2791445,12071000000,247056
2071,1,10,2071-01-010,Lake Crystal-Wellcome Memorial Elementary,502 E Watonwan St,Lake Crystal,MN,56055-2063,"Blue Earth County, MN", EC+KG-5,279145000000,12071010000,
2071,1,30,2071-01-030,LK CRYSTAL-WELLCOME MEMORIAL SECONDARY,607 Knights Ln,Lake Crystal,MN,56055-9400,"Blue Earth County, MN", 6-12,279145000000,12071030000,241310
2071,1,50,2071-01-050,LCWM ESY,607 Knights Lane,Lake Crystal,MN,56055,"Blue Earth County, MN", 1-12,2791445,12071050000,
2071,1,55,2071-01-055,LCWM ECSE,607 Knights Lane,Lake Crystal,MN,56055,"Blue Earth County, MN", EC,279145000000,12071055000,
2071,1,60,2071-01-060,Phoenix Recovery Programs,54945 210th Ln,Mankato,MN,56001,"Blue Earth County, MN", 8-12,279145000000,12071060000,
2125,1,0,2125-01,Triton School District,813 W Hwy St,Dodge Center,MN,55927-9153,"Dodge County, MN",,2740665,12125000000,247192
2125,1,2,2125-01-002,Triton Middle School,813 W Hwy St,Dodge Center,MN,55927-9153,"Dodge County, MN", 6-8,274067000000,12125002000,
2125,1,10,2125-01-010,Triton Elementary,813 W Hwy St,Dodge Center,MN,55927-9153,"Dodge County, MN", EC-5,274067000000,12125010000,
2125,1,20,2125-01-020,Triton High School,813 W Hwy St,Dodge Center,MN,55927-9153,"Dodge County, MN", 9-12,274067000000,12125020000,240635
2134,1,0,2134-01,United South Central School Dist.,600 11th Street. SW,Wells,MN,56097,"Faribault County, MN",,2700005,12134000000,247222
2134,1,10,2134-01-010,United South Central Elementary,600 11th St. SW,Wells,MN,56097,"Faribault County, MN", EC-6,270001000000,12134010000,
2134,1,20,2134-01-020,United South Central High School,600 11th St. SW,Wells,MN,56097,"Faribault County, MN", 7-12,270001000000,12134020000,242660
2135,1,0,2135-01,Maple River School District,101 6th Ave NE,Mapleton,MN,56065-0515,"Blue Earth County, MN",,2700006,12135000000,247058
2135,1,20,2135-01-020,Maple River Secondary,101 6th Ave NE,Mapleton,MN,56065-0515,"Blue Earth County, MN", 6-12,270001000000,12135020000,241495
2135,1,25,2135-01-025,Maple River East Elementary,126 Higbie Ave SE,Minnesota Lake,MN,56068-0218,"Faribault County, MN", EC-5,270001000000,12135025000,
2135,1,35,2135-01-035,Maple River West Elementary,311 Willard St,Good Thunder,MN,56037-0306,"Blue Earth County, MN", EC+KG-5,270001000000,12135035000,
2135,1,45,2135-01-045,ESY Maple River Schools,101 6th Ave NE,Mapleton,MN,56065,"Blue Earth County, MN", 1-5,2700006,12135045000,
2137,1,0,2137-01,Kingsland Public School District,705 N Section Ave,Spring Valley,MN,55975-1500,"Fillmore County, MN",,2700007,12137000000,247242
2137,1,15,2137-01-015,Kingsland Elementary School,705 N Section Ave,Spring Valley,MN,55975-1500,"Fillmore County, MN", EC+KG-6,270001000000,12137015000,
2137,1,25,2137-01-025,Kingsland Junior/Senior High School,705 N Section Ave,Spring Valley,MN,55975-1500,"Fillmore County, MN", 7-12,270001000000,12137025000,242420
2142,1,0,2142-01,St. Louis County School District,1701 N 9th Ave,Virginia,MN,55792-2172,"Saint Louis County, MN",,2700008,12142000000,247756
2142,1,10,2142-01-010,Babbitt Elementary,30 S Dr,Babbitt,MN,55706-1108,"Saint Louis County, MN", EC+KG-6,270001000000,12142010000,
2142,1,20,2142-01-020,Tower-Soudan Elementary,415 N 2nd St,Tower,MN,55790-0469,"Saint Louis County, MN", EC-6,270001000000,12142020000,
2142,1,35,2142-01-035,Northeast Range Secondary,30 S Dr,Babbitt,MN,55706-1108,"Saint Louis County, MN", 7-12,270001000000,12142035000,241392
2142,1,40,2142-01-040,South Ridge Elementary,8162 Swan Lake Rd,Culver,MN,55779,"Saint Louis County, MN", EC-6,270001000000,12142040000,
2142,1,45,2142-01-045,South Ridge Secondary,8162 Swan Lake Rd,Culver,MN,55779,"Saint Louis County, MN", 7-12,270001000000,12142045000,242168
2142,1,50,2142-01-050,North Woods Elementary,10248 Olson Rd E,Cook,MN,55723,"Saint Louis County, MN", EC-6,270001000000,12142050000,
2142,1,55,2142-01-055,North Woods Secondary,10248 Olson Rd E,Cook,MN,55723,"Saint Louis County, MN", 7-12,270001000000,12142055000,240535
2142,1,95,2142-01-095,Cherry Secondary,3943 Tamminen Rd,Iron,MN,55751-8041,"Saint Louis County, MN", 7-12,270001000000,12142095000,241200
2142,1,96,2142-01-096,Cherry Elementary,3943 Tamminen Rd,Iron,MN,55751-8041,"Saint Louis County, MN", EC+KG-6,270001000000,12142096000,
2142,1,265,2142-01-265,St Louis County Schools ESY,1701 North 9th Avenue,Virginia,MN,55792,"Saint Louis County, MN", 1-12,2700008,12142265000,
2143,1,0,2143-01,Waterville-Elysian-Morristown Public School District,500 E Paquin St,Waterville,MN,56096-1596,"Le Sueur County, MN",,2700013,12143000000,247404
2143,1,10,2143-01-010,Morristown Elementary,23 Ann St,Morristown,MN,55052-5171,"Rice County, MN", 5-6,270001000000,12143010000,
2143,1,20,2143-01-020,Waterville-Elysian-Morristown Jr.,23 Ann St,Morristown,MN,55052-0278,"Rice County, MN", 7-8,270001000000,12143020000,
2143,1,30,2143-01-030,Waterville Elementary,500 E Paquin St,Waterville,MN,56096-1596,"Le Sueur County, MN", EC-4,270001000000,12143030000,
2143,1,40,2143-01-040,Waterville-Elysian-Morristown Sr.,500 E Paquin St,Waterville,MN,56096-1596,"Le Sueur County, MN", 9-12,270001000000,12143040000,242635
2143,1,60,2143-01-060,WEM ESY,500 E Paquin St,Waterville,MN,56096,"Le Sueur County, MN", 1-12,2700013,12143060000,
2144,1,0,2144-01,Chisago Lakes School District,29678 Karmel Ave.,Chisago City,MN,55013,"Chisago County, MN",,2700017,12144000000,247124
2144,1,1,2144-01-001,Chisago Lakes El.,11009 284th St,Chisago City,MN,55013-5303,"Chisago County, MN", EC-1,270002000000,12144001000,
2144,1,2,2144-01-002,Lakeside El.,29678 Karmel Ave.,Chisago City,MN,55013,"Chisago County, MN", 2-5,270002000000,12144002000,
2144,1,3,2144-01-003,Chisago Lakes Middle,13750 Lake Blvd,Lindstrom,MN,55045-0187,"Chisago County, MN", 6-8,270002000000,12144003000,
2144,1,3,2144-01-003,Chisago Lakes Middle,13750 Lake Blvd,Lindstrom,MN,55045-0187,"Chisago County, MN", 6-8,270002000000,12144003000,
2144,1,4,2144-01-004,Chisago Lakes Senior High,29400 Olinda Tr,Lindstrom,MN,55045-9439,"Chisago County, MN", 9-12,270002000000,12144004000,241380
2144,1,4,2144-01-004,Chisago Lakes Senior High,29400 Olinda Tr,Lindstrom,MN,55045-9439,"Chisago County, MN", 9-12,270002000000,12144004000,241380
2144,1,6,2144-01-006,Taylors Falls Elementary,648 West St,Taylors Falls,MN,55084-1292,"Chisago County, MN", EC+KG-5,270002000000,12144006000,
